//プレミアム・パスポート　事業協賛店一覧,,20160104 
企業ID,店舗ID,店舗・施設名,郵便,住所,住所建物,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100317,ofid0011,芝寿し　イオン加賀の里店,922-0013,石川県加賀市上河崎町47-1,,36.3066239,136.3469119,0761-72-8818,0761-72-8818,http://www.shibazushi.jp/,10:00〜20:00,イオン加賀の里の休館日に準ずる,
co100317,ofid0002,芝寿し　イオン小松店,923-0036,石川県小松市平面町ア69,,36.4193777,136.4725604,0761-23-5612,0761-23-5612,http://www.shibazushi.jp,10:00〜20:00,イオン小松店の休館日に準ずる,
co100317,ofid0016,芝寿し　イオン御経塚店,921-8801,石川県野々市市御経塚2-91,,36.5485237,136.5986426,076-249-2456,076-249-2456,http://www.shibazushi.jp,10:00〜20:30,イオン御経塚の休館日に準ずる,
co100317,ofid0020,芝寿し　イオン杜の里店,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516405, 136.6899227,076-234-8737,,http://www.shibazushi.jp,10:00〜20:00,ジャスコ杜の里の休館日に準ずる,
co100317,ofid0001,芝寿し　イオン松任店,924-0841,石川県白山市平松町102-1,,36.5081416,136.5663166,076-274-8640,,http://www.shibazushi.jp,10:00〜20:00,イオン松任店の休館日に準ずる,
co100317,ofid0014,芝寿し　イオン金沢店,920-3126,石川県金沢市福久2丁目58,,36.6172568,136.6816194,076-258-7512,076-258-7512,http://www.shibazushi.jp,10:00〜20:00,イオン金沢の休館日に準ずる,
co100317,ofid0005,芝寿し　保古店,921-8052,石川県金沢市保古3丁目183-2,,36.5595906,136.6169927,076-240-4567,076-240-4844,http://www.shibazushi.jp,8:00〜19:00,なし,
co100317,ofid0006,芝寿し　合掌店,921-8806,石川県野々市市三日市町183-11,,36.5322199,136.5962485,076-246-0033,076-246-0033,http://www.shibazushi.jp,8:30〜19:00(土曜・日曜・祝日は8時開店),なし,
co100317,ofid0007,芝寿し　小立野店,920-0935,石川県金沢市石引2丁目7-6,,36.5543491,136.6715651,076-221-2515,076-221-2515,http://www.shibazushi.jp,9:00〜15:00,なし,
co100317,ofid0008,芝寿し　平和町店,921-8105,石川県金沢市平和町3丁目1-1,,36.5422340,136.6630120,076-242-8220,076-242-8220,http://www.shibazushi.jp,9:00〜15:00,なし,
co100317,ofid0009,芝寿し　金沢百番街店,920-0858,石川県金沢市木ノ新保町1-1,,36.5797240,136.6489861,076-261-4844,076-261-4844,http://www.shibazushi.jp,8:30〜19:00,年中無休,
co100317,ofid0010,芝寿し　香林坊大和店,920-0961,石川県金沢市香林坊1-1,,36.5632168,136.6541428,076-220-1555,076-220-1555,http://www.shibazushi.jp,10:00〜20:00,香林坊アトリオの休館日に準ずる,
co100621,ofid0001,花のあだち,925-0035,石川県羽咋市本町コ55番地,,36.8976148,136.7771378,0767-22-0519,0767-22-5727,,9:00〜19:00,毎週水曜日,
co100415,ofid0003,花キューピット　フローリスト煉花,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427, 136.6899806,076-234-8734,,,10:00〜21:00,年中無休,
co100761,ofid0001,花月　翠適庵,926-0816,石川県七尾市藤橋町戌１３,,37.0387434, 136.9543467,0767-53-0888,0767-52-0203,http://www.kagetu.jp/,8:30〜19:30,1月1日のみ,
co090652,ofid0001,花福神　鶴来店,920-2155,石川県白山市知気寺町に174,,36.481737,136.6012167,076-272-1187,076-272-1187,,平日10：00-19：00、土・日・祝日9：30-19：00,元旦のみ,
co100963,ofid0007,若宮公園こどもプール,924-0804,石川県白山市徳丸町491番地,,36.5173934, 136.5740269,076-276-2415,076-276-2415,,9:00〜18:00,毎月第3火曜日（祝日の場合は翌日）、9月1日から翌年6月30,
co100312,ofid0001,茶房　一笑,920-0831,石川県金沢市東山1-26-13,,36.5724685, 136.6678623,076-251-0108,076-251-9378,http://www.kagaboucha.co.jp/,10:00〜18:00（ラストオーダー17:30）,月曜日（祝日の場合翌日）,
co100404,ofid0001,茶房　咲ふらん,929-2241,石川県七尾市中島町浜田3-37-3,,37.1081714,136.8525803,0767-66-0077,,,10:00〜19:00,毎週水曜日、年末年始,
co100448,ofid0001,茶菓工房　たろう　弥生店,921-8036,石川県金沢市弥生2-9-15,,36.544516, 136.6429399,076-213-7233,076-213-7234,http://www.sakakobo-taro.com/,9:00〜18:00,日曜日,
co101179,ofid0001,菓子処「なかつか宝月堂」,921-8011,石川県金沢市入江1-591,,36.5678628, 136.6290676,076-291-3030,076-291-3030,http://www.shop-kanazawa.jp/shop/hougetu/,8:00〜19:00,毎週日曜日　「店は休みますが注文はOKです。」,
co100706,ofid0001,菓子工房　日本堂　五彩庵,923-1121,石川県能美市寺井町タ48,,36.4369118, 136.4954944,0761-57-3739,0761-57-3739,,8:30〜19:00,年中無休,
co155421,ofid0001,菓子工房　西都　KOGURA,920-8202,石川県金沢市西都1丁目54,,36.5930280,136.6270388,076-255-0607,076-255-0607,http://seito-kogura.net/,9：30〜19：30,無休（１月１日のみ休み）,
co101021,ofid0001,葵寿し,920-0043,石川県金沢市長田1丁目5番46号,,36.5771340, 136.6420359,076-221-8822,076-221-7756,,11:00〜23:00,水曜日,
co101428,ofid0001,蕎麦処　くき,929-2214,石川県七尾市中島町小牧ラ部69番地,,37.14106, 136.8709722,0767-66-6690,0767-66-6690,http://www.kukisoba.com/index.html,11:00〜15:00,毎週火・水曜日,
co593781,ofid0001,薪ストーブ　Wood pecker,920-8217,石川県金沢市近岡町365-1,,36.6112766,136.6331272,076-239-1760,076-239-3191,http://www.bsanet.co.jp/,10:00〜18:00,水・木曜日,
co100651,ofid0001,藤田総本店,928-0001,石川県輪島市河井町2-270-1,,37.395062,136.901774,0768-22-0310,0768-22-3378,http://www.wagyu-fujiso.com/,8：30〜19：00,無休,
co101389,ofid0001,藩老本多蔵品館,920-0963,石川県金沢市出羽町3-1,,36.5590282,136.6617325,076-261-0500,076-261-0525,http://www.honda-museum.jp/,9:00〜17:00（入館は午後４時半まで）,11月〜2月の毎週木曜日　年末年始（12/29-1/3）,
co100899,ofid0001,西俣キャンプ場,923-0176,石川県小松市西俣町ニ217,,36.30893509,136.5182161,0761-67-8100,0761-67-8101,http://www.city.komatsu.lg.jp/rinmusuisan/nishimata_top.html,営業期間　4月1日から11月30日まで,12月1日から3月31日まで閉鎖,
co100915,ofid0001,西内工務店,924-0023,石川県白山市成町127番地,,36.5212232, 136.558578,076-276-2457,076-276-2459,http://www.nishiuchi-k.co.jp,8:00〜18:00,年末年始、お盆休み,
co100481,ofid0001,西村ストアー,929-1717,石川県鹿島郡中能登町良川15-26,,36.9759595, 136.8942558,0767-74-0267,0767-74-1144,,8:00〜20:00,隔週水曜日,
co100719,ofid0001,解体　リサイクル　株式会社　宗重商店,920-0342,石川県金沢市畝田西1丁目112番地,,36.5925398, 136.6074132,076-266-6000,076-266-6161,http://www.munejyu.com,8:00〜17:00,毎週日曜日、年末年始、ＧＷ、お盆、他,
co101322,ofid0001,谷内商店,929-1717,石川県鹿島郡中能登町良川へ６,,36.9759009, 136.8850929,0767-74-2682,0767-74-2683,,７：００〜１９：００,年中無休,
co100069,ofid0001,谷印刷,921-8022,石川県金沢市中村町28番14号,,36.5612749, 136.6409754,076-242-7267,076-247-5181,http://www.taniinsatsu.co.jp,8:30〜17:30,毎週土・日曜日、年末・年始,
co100935,ofid0001,谷野旅館,927-1214,石川県珠洲市飯田町12-52,,37.438305,137.264833,0768-82-1235,0768-82-4150,,24時間,12月30・31日、1月1日,
co835388,ofid0002,買取専門店 大吉 金沢店,921-8064,石川県金沢市八日市5丁目423,ユタカビル1F,36.5493215,136.6088435,076-287-5677,076-287-6230,http://www.kaitori-daikichi.jp/kanazawa/index.html,10時から19時まで,なし,
co100756,ofid0001,赤ちゃんと子供のデパート　マリモ,926-0046,石川県七尾市神明町ロ17-1,,37.0424243, 136.9661206,0767-53-7123,0767-54-8270,,10:00〜19:00,年中無休,
co100048,ofid0001,越山甘清堂本店,920-0855,石川県金沢市武蔵町13-17,,36.5722101, 136.6536659,076-221-0336,076-221-0431,http://www.koshiyamakanseido.jp/,8:30〜17:30,水曜日,
co101394,ofid0001,越後秘蔵麺無尽蔵かほく家,929-1126,石川県かほく市内日角チ25番地,イオンモールかほく２Ｆ,36.7090735,136.7011777,076-289-1681,076-289-1681,http://www.kitakata.co.jp/mujin/,10:00〜22:00,年中無休,
co100824,ofid0001,輝工房ＣＥＭＳ,920-0806,石川県金沢市神宮寺2丁目14-2,,36.5862721, 136.6680645,076-251-7615,,http://cems.arunke.biz/,8:30〜18:00,日、祝日,
co100786,ofid0002,輪島丸善二ツ屋給油所,928-0021,石川県輪島市二ツ屋町1-15,,37.390076,136.900918,0768-22-2873,0768-22-1952,http://www6.ocn.ne.jp/~wmaruzen/,7:30〜19:30,元日,
co100786,ofid0001,輪島丸善観音町給油所,928-0001,石川県輪島市河井町5部287-1,,37.393704,136.906739,0768-22-4181,0768-22-4181,http://www6.ocn.ne.jp/~wmaruzen/,7:30〜18:30,元日,
co100807,ofid0001,輪島工房長屋,928-0001,石川県輪島市河井町4-66-1,,37.3948621, 136.9056782,0768-23-0011,0768-23-0041,http://www.ringisland.jp/nagaya/,9:00〜17:00（５〜８月　9:00〜18:00）,毎週水曜日（祝日の場合は営業）,
co100691,ofid0001,輪島漆器会館,928-0001,石川県輪島市河井町24部55番地,,37.3940479, 136.9117863,0768-22-2155,0768-22-2894,http://www.wajimanuri.or.jp,8:30〜17:00,なし（年中無休）,
co100445,ofid0001,辰口温泉　まつさき,923-1245,石川県能美市辰口町３−１,,36.4445937, 136.5450065,0761-51-3111,0761-51-3114,http://www.matsusaki.jp,,なし,
co100934,ofid0001,辰口自動車販売株式会社,923-1231,石川県能美市上開発町ハ68番地,,36.4516232, 136.5396458,0761-51-3144,0761-51-3950,http://www.tatsukuchi-motor.co.jp,8:30〜20:00,年中無休,
co133403,ofid0001,近江 ちゃんぽん亭総本家 津幡店,929-0341,石川県河北郡津幡町横浜へ４１−１,（どんたく津幡シグナス通り店駐車場内）,36.6650810,136.7279560,076-255-2216,076-255-2216,http://www.chanpontei.com/,11:00-23:00（ラストオーダー22:30）,年中無休,
co100556,ofid0001,道づれ,927-1214,石川県珠洲市飯田町1-1-2,,37.4345169, 137.2635417,0768-82-5465,0768-82-0467,,9:30〜19:30,第２水曜日,
co100058,ofid0001,道の駅　高松,929-1211,石川県かほく市二ツ屋フ16-3,,36.7863012, 136.7247227,076-281-2221,076-281-1850,http://tak-rest.com,売店・軽食コーナー8:00〜19:00　食堂上り11:00〜15:00　下り8:00〜18:00（食,無休,
co100650,ofid0001,酒・遊・館　ふじた酒店,920-0926,石川県金沢市暁町19番1号,,36.5631474,136.6711373,076-231-4542,076-265-7116,http://www.sakefujita.com/,平日9:00〜21:30　日・祝日10:00〜21:00,第3日曜日,
co100795,ofid0017,野々市三納コメヤ薬局,921-8825,石川県野々市市三納2-155,,36.5221875, 136.6086906,076-294-1311,076-294-3411,http://www.komeya-drug.com/,9:00〜19:00　（土曜日18:00まで）,日、祝日,
co100990,ofid0001,野々市写真館,921-8815,石川県野々市市本町2丁目1-26,,36.532864, 136.6188979,076-248-0466,076-248-0466,,8:00〜20:00　土・日・祝9:00〜17:00,第２・４水曜日,
co100863,ofid0001,野々市市スポーツランド,921-8834,石川県野々市市中林5丁目1番地の1,,36.5124164, 136.6057797,076-294-5800,076-294-5801,,平日10:00〜21:00　休日10:00〜17:00,毎週火曜日（祝日の場合はその翌日）　12月27日〜翌年1月5,
co101502,ofid0001,金子屋２号店,927-0400,石川県鳳珠郡能登町字宇出津新港２−７,ショッピングタウンアルプ内,37.2987496, 137.1462195,0768-62-2001,,,10時00分から19時00分,1月1日（元旦）のみ,
co100279,ofid0004,金沢かつぞう,920-0027,石川県金沢市駅西新町3-20-12,,36.5939484, 136.6361914,076-233-0077,,http://www.maimon-susi.com/katsuzou/,月〜金11：00〜15：00 　17：00〜21：30 　土日祝11：00〜21：30,,
co100279,ofid0002,金沢まいもん寿司　八日市店,921-8064,石川県金沢市八日市３‐４００,,36.5471011, 136.6035017,076-240-2256,076-240-2856,http://www.maimon-susi.com/youkaichi/,11:00〜21:30,,
co100279,ofid0001,金沢まいもん寿司　駅西本店,920-0027,石川県金沢市駅西新町３‐２０‐７,,36.5937151, 136.6357163,076-234-1144,076-234-1237,http://www.maimon-susi.com/ekinishi/,月〜金11:00〜21:30　土日祝11:00〜22:00,,
co101240,ofid0001,金沢みらい共同事務所（司法書士・行政書士事務所）,920-0805,石川県金沢市小金町8-16,万石ビル３階,36.5841116, 136.6714177,076-251-5980,,http://www.kanazawa-mirai.net/,9:30〜17:30,毎週土日、祝日、年末年始、お盆,
co101073,ofid0001,金沢エクセルホテル東急,920-0961,石川県金沢市香林坊2-1-1,,36.5624169, 136.6531274,076-231-2411,076-263-0154,http://www.kanazawa-e.tokyuhotels.co.jp,２F「てまり」7:00〜22:00,年中無休,
co100842,ofid0001,金沢ケーブルテレビネット株式会社,920-0919,石川県金沢市南町2番1号,北國新聞会館18階,36.56492, 136.6532684,0120-751-114,076-224-8300,http://www.kanazawacatv.jp/,9:00〜18:30,年中無休,
co100081,ofid0003,金沢スイミングクラブ　三十刈教場,921-8131,石川県金沢市三十苅町乙158,,36.5092668, 136.6175343,076-298-6133,076-298-6134,http://ksc-jp.net/,10:00〜21:30,年間カレンダーにて記載,
co100081,ofid0001,金沢スイミングクラブ　小立野教場,920-0942,石川県金沢市小立野2丁目42番32号,,36.5479232,136.6793260,076-224-1221,076-224-2671,http://ksc-jp.net/,10:00〜22:00,年間カレンダーにて記載,
co100081,ofid0002,金沢スイミングクラブ　西泉教場,921-8043,石川県金沢市西泉4丁目11番地,,36.5513093, 136.6323099,076-280-1411,076-280-9110,http://ksc-jp.net/,10:00〜22:00,年間カレンダーにて記載,
co100281,ofid0007,金沢ニューグランドアネックス　ビュッフェレストラン 「ポロ」,920-0919,石川県金沢市南町4番1号,,36.5666497, 136.6533968,076-233-7000,076-265-6655,http://www.new-grand.co.jp/,ご朝食 7:00 a.m.〜10:00 a.m. 　ご夕食 6:00 p.m.〜9:00 p.m. ,,
co100281,ofid0001,金沢ニューグランドホテル,920-0919,石川県金沢市南町4番1号,,36.5664687,136.6535040,076-233-1311,076-233-1591,http://www.new-grand.co.jp/,店舗により異なります。,なし,
co100281,ofid0006,金沢ニューグランドホテル　カフェレストラン「トレド」,920-0919,石川県金沢市南町4番1号,,36.5664488,136.6534645,076-233-1311,076-233-1591,http://www.new-grand.co.jp/,11:30 a.m.〜9:30 p.m.（ラストオーダーは9:00p.m.となります。）,,
co100281,ofid0005,金沢ニューグランドホテル　バー「ディヒテル」,920-0919,石川県金沢市南町4番1号,,36.5664487,136.6535054,076-233-1311,076-233-1591,http://www.new-grand.co.jp/,5:30 p.m.〜11:30 p.m.(ラストオーダーは11:00p.m.となります。),,
co100281,ofid0002,金沢ニューグランドホテル　フランス料理「ロワ」,920-0919,石川県金沢市南町4番1号,,36.5664579,136.6535094,076-233-1311,076-233-1591,http://www.new-grand.co.jp/,朝食 7:00 a.m.〜10:00 a.m. 　ランチ 11:30 a.m.〜2:00 p.m. ,,
co100281,ofid0003,金沢ニューグランドホテル　中国料理「犀江」,920-0919,石川県金沢市南町4番1号,,36.5664622,136.6534987,076-233-1311,076-233-1591,http://www.new-grand.co.jp/,ランチ 11:30 a.m.〜2:00 p.m. 　ディナー 5:30 p.m.〜9:00 p.m.,,
co100281,ofid0004,金沢ニューグランドホテル　加賀料理「友禅」,920-0919,石川県金沢市南町4番1号,,36.5664450,136.6536006,076-233-1311,076-233-1591,http://www.new-grand.co.jp/,朝食 7:00 a.m.〜10:00 a.m. 　ランチ 11:30 a.m.〜2:00 p.m. ,,
co101435,ofid0002,金沢ハウジングセンター　南住宅公園,921-8802,石川県野々市市押野1-30,,36.542174, 136.6118761,076-294-3678,076-294-2561,http://khc-park.com/south/index.html,10：00〜18：00（12月〜2月　10:00〜17:30),毎週水曜日,
co101435,ofid0001,金沢ハウジングセンター　県庁東,920-8222,石川県金沢市副都心北部大友土地区画整理事業施工地区24街区1-1,,36.6028821,136.6303753,076-237-3655,076-237-3645,http://www.khc-park.com,10：00〜18：00（12月〜2月　10:00〜17:30）,毎週水曜日,
co006885,ofid0001,金沢ビーンズ （明文堂書店金沢県庁前本店）,920-8203,石川県金沢市鞍月5丁目158,,36.5990873,136.6237040,076-239-4400,,http://kanazawa-beans.com,１階7:00〜24:00　2階･3階9:00〜24:00,無し,
co101157,ofid0001,金沢フォーラス,920-0849,石川県金沢市堀川新町3番1号,,36.5792282,136.6496904,076-265-8111,076-265-8112,http://www.forus.co.jp/kanazawa/,10:00〜21:00　6FダイニングリゾートKUUGO11:00〜23:00（一部ショップは異なる,年中無休,
co100845,ofid0015,金沢信用金庫　伏見橋支店,921-8163,石川県金沢市横川5丁目266番地,,36.5437517, 136.6278691,076-242-5291,076-242-5293,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0032,金沢信用金庫　問屋町支店,920-0061,石川県金沢市問屋町2丁目14番地,,36.6052469, 136.6435684,076-237-1166,076-237-1294,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0009,金沢信用金庫　城南支店,920-0968,石川県金沢市幸町3番35号,,36.5550401, 136.6588329,076-263-6541,076-263-6543,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0014,金沢信用金庫　大徳支店,920-0347,石川県金沢市松村町ヌ49番地,,36.5899653, 136.6156458,076-268-6181,076-268-6183,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0040,金沢信用金庫　大聖寺支店,922-0033,石川県加賀市大聖寺法華坊町68番地の2,,36.3062099, 136.313666,0761-72-1271,0761-72-1071,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0013,金沢信用金庫　宇ノ気支店,929-1125,石川県かほく市宇野気ト115番の29,,36.7186818, 136.7016995,076-283-2156,076-283-2224,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0035,金沢信用金庫　安原支店,920-0381,石川県金沢市中屋2丁目141番地,,36.5638489, 136.5843531,076-240-0611,076-240-6491,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0036,金沢信用金庫　寺井支店,923-1124,石川県能美市三道山町オ94番地,,36.4450668, 136.5053046,0761-58-6161,0761-58-6160,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0010,金沢信用金庫　寺町支店,921-8033,石川県金沢市寺町1丁目14番16号,,36.5463245, 136.6588137,076-241-7331,076-241-7333,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0037,金沢信用金庫　小松中央支店,923-0851,石川県小松市北浅井町乙71番地1,,36.3908493, 136.4523070,0761-23-7711,0761-23-7701,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0008,金沢信用金庫　小立野支店,920-0942,石川県金沢市小立野3丁目27番13号,,36.5478937, 136.6782875,076-262-3321,076-262-3359,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0038,金沢信用金庫　山中支店,922-0115,石川県加賀市山中温泉本町2丁目ソ21番地,,36.2470605, 136.3743564,0761-78-5544,0761-78-1700,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0039,金沢信用金庫　山代中央支店,922-0242,石川県加賀市山代温泉温泉通10番地,,36.2904299, 136.3624089,0761-76-1222,0761-76-1270,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0012,金沢信用金庫　御影橋出張所,920-0867,石川県金沢市長土塀2丁目1番30号,,36.5661856, 136.6446528,076-262-1421,076-262-1423,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0028,金沢信用金庫　有松支店,921-8161,石川県金沢市有松5丁目1番1号,,36.5398886, 136.6391682,076-241-5566,076-243-5914,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0001,金沢信用金庫　本店営業部,920-0919,石川県金沢市南町1番1号,,36.5648694, 136.6539996,076-231-4261,076-231-7977,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0025,金沢信用金庫　松任南支店,924-0804,石川県白山市徳丸町641番地3,,36.5158853, 136.5745991,076-276-6111,076-276-6199,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0019,金沢信用金庫　森本支店,920-3124,石川県金沢市荒屋1丁目14番地2,,36.6147158, 136.6841981,076-258-5971,076-258-5979,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0011,金沢信用金庫　武蔵支店,920-0855,石川県金沢市武蔵町15番1号,,36.572674, 136.6549909,076-221-4191,076-221-4193,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0031,金沢信用金庫　津幡支店,929-0300,石川県河北郡津幡町字加賀爪ハ70番地,,36.6698294, 136.7320161,076-288-5711,076-288-5609,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0006,金沢信用金庫　浅野川支店,920-0831,石川県金沢市東山1丁目3番16号,,36.5740544, 136.6661623,076-252-5271,076-252-5390,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0005,金沢信用金庫　片町出張所,920-0981,石川県金沢市片町1丁目5番22号,,36.5598922, 136.6527081,076-263-1481,076-263-1484,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0020,金沢信用金庫　米丸支店,921-8005,石川県金沢市間明町1丁目353番地,,36.5668377, 136.6210321,076-291-5111,076-291-5113,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0016,金沢信用金庫　粟崎支店,920-0200,石川県河北郡内灘町字向陽台1丁目141番地,,36.6370158,136.6347718,076-238-3431,076-238-3433,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0017,金沢信用金庫　西金沢支店,921-8054,石川県金沢市西金沢3丁目545番地,,36.5525422, 136.6140782,076-249-3455,076-249-3497,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0027,金沢信用金庫　野々市支店,921-8815,石川県野々市市本町6丁目25番10号,,36.5331723, 136.6103015,076-248-4151,076-248-7665,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0004,金沢信用金庫　野町支店,921-8025,石川県金沢市増泉1丁目18番1号,,36.5586699, 136.6438921,076-241-7311,076-241-7313,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0003,金沢信用金庫　金石支店,920-0337,石川県金沢市金石西3丁目3番9号,,36.6027269, 136.5929585,076-267-1166,076-267-1168,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0026,金沢信用金庫　鈴見橋支店,920-0923,石川県金沢市桜町24番44号,,36.5611255, 136.6763538,076-232-1321,076-232-1909,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0018,金沢信用金庫　額支店,921-8154,石川県金沢市高尾南3丁目106番地,,36.5180409, 136.6265806,076-298-2511,076-298-2534,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0007,金沢信用金庫　駅前出張所,920-0847,石川県金沢市堀川町25番28号,,36.5798923, 136.6520075,076-263-1581,076-263-1584,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100845,ofid0021,金沢信用金庫　駅西支店,920-0025,石川県金沢市駅西本町1丁目14番33号,,36.580717, 136.6425081,076-221-7511,076-221-3794,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,来店した子どもへ風船のプレゼント
co100304,ofid0001,金沢写真院,921-8112,石川県金沢市長坂３丁目２番40号,,36.5365784, 136.6546336,076-243-0088,076-243-0081,http://www.kanazawa-ps.com,10：00〜19：00,毎週月曜日,
co100082,ofid0001,金沢勤労者プラザ,920-0022,石川県金沢市北安江3丁目2番20号,,36.583175, 136.6465327,076-221-7771,076-221-7991,http://www.kinpura.com,月〜土9:00〜21:00（日・祝は17:00）,毎月第1火曜日・年末年始（12月29日〜1月3日）,
co100843,ofid0001,金沢市企業局　広岡庁舎ショールーム,920-0031,石川県金沢市広岡3丁目3番30号,,36.5816974, 136.6443024,0120-888-240,076-220-2694,http://www2.city.kanazawa.ishikawa.jp/,9:00〜17:45,年始,
co101509,ofid0001,金沢市設備メンテナンス協同組合,921-8043,石川県金沢市西泉5丁目93番地,石川県環境検査センタービル3Ｆ,36.551961,136.628779,076-280-3103,076-280-3103,http://kanazawa-maintenance.jimdo.com/,修理受付は24時間対応,事務所の休日、土、日、祝、年末年始、夏季,
co100773,ofid0001,金沢石亭,920-0962,石川県金沢市広坂1-9-23,,36.5613449, 136.6556662,076-231-2208,076-231-2053,http://www.asadaya.co.jp/sekitei/,（昼）11:30〜14:30　（夜）17:00〜22:00（20:00L.O) ,年末年始,
co101066,ofid0001,金沢都ホテル　レストラン　ベルビュー,920-0852,石川県金沢市此花町6-10,,36.5772149, 136.6521159,076-261-2111,076-261-2113,http://www.miyakohotels.ne.jp/kanazawa/,11:30〜14：00,年中無休,
co101066,ofid0002,金沢都ホテル　日本料理 杜若 —かきつばた— ,920-0852,石川県金沢市此花町6-10,,36.5772149, 136.6521159,076-261-2111,076-261-2113,http://www.miyakohotels.ne.jp/kanazawa/,営業時間  ランチ11：30〜14：00（ラストオーダー）　夕食17：00〜21：00（ラストオーダ,年中無休,
co100841,ofid0001,金沢ＩＳＥ,920-0806,石川県金沢市神宮寺２丁目３０番６号,,36.5892301, 136.669306,076-251-0506,076-251-0506,http://www.nsknet.or.jp/ise/index.html,10:00〜22:00,毎週日曜日,
co101212,ofid0002,金澤文苑堂　TSUTAYA金沢店,920-0024,石川県金沢市西念4丁目25-8,,36.5900989, 136.6316279,076-260-9602,076-260-9601,http://www.tsutaya.co.jp,0：00〜24：00（24時間営業）,年中無休,
co101212,ofid0003,金澤文苑堂　TSUTAYA金沢有松店,921-8161,石川県金沢市有松3-3-38,,36.5411329, 136.6397376,076-226-8999,076-226-8998,,0:00〜24:00（２４時間営業）,年中無休,
