店舗・事業所情報一覧,,20141205_153955 ,,,,,,,,,,,
企業ID,店舗ID,店舗・施設名,郵便,住所１２３,住所４,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co511828,ofid0009,CoCo壱番屋　金沢西インター店,921-8061,石川県金沢市森戸2-202,,36.5572416,136.5986434,076-269-2006,,http://www.ichibanya.co.jp/,11：00〜24：00,なし,ご来店いただいたお客様一組に対してフライドポテト1品、１０３円ドリンク１杯の提供。
co100152,ofid0001,Coffee　ぴーちゃん,928-0206,石川県輪島市町野町曽々木キ- ２番地,,37.4585149,137.0764501,0768-32-0240,0768-32-0240,,9:00〜18:00,不定休,1家族にドリンク1杯無料
co100044,ofid0001,COMME　CA　ISM,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859,136.9070822,0767-76-2620,,,夏季１０：００〜２１：００　冬季１０：００〜２０：００,なし,全品５％引き　※割引商品は除く
co100989,ofid0001,CONTACT　SCENE,920-0867,石川県金沢市長土塀3丁目8-41,,36.5667966,136.6415085,076-208-3755,076-231-3738,http://contact-scene.jp,9:00〜20:00,年中無休（1/1、12/31は休みます）,撮影料10%OFF
co100154,ofid0001,CUT IN　すりーまうす,920-0018,石川県金沢市三口町火131,,36.6089075,136.6414128,076-237-4637,076-237-4637,,平日9:00〜19:00　日･祝8:30〜18:00,毎週月曜日　第1月・火、第3日・月は連休,初来店割引き　お客様紹介割引き　来店サイクル割引き　先行予約割引き　ポイント進呈
co101455,ofid0001,DANZY＋FイオンモールかほくSC店,929-1126,石川県かほく市内日角タ25番,,36.7090775,136.7010694,076-289-1367,,,10：00〜22：00,年中無休,学童品5%OFF
co100884,ofid0001,e-messe kanazawa 2014,920-0361,石川県金沢市袋畠町193番地,石川県産業展示館１号館,36.5752727,136.6030614,076-267-4741,,http://www.e-messe.jp/,平成26年5月15日（木）〜17日（土）10:00〜17:00,,５月１７日（土）にご来場頂き、パスポートをご提示頂いた方に粗品進呈（先着順）
co100097,ofid0001,earth-hair hogaraka,929-1125,石川県かほく市宇野気チ126-1,,36.7212286,136.7017856,0120-690-281,,,平日9:00〜19:00　日曜・祝日9:00〜18:00,毎週月曜日、第1・第3月火曜連休,技術料金10％OFF
co100752,ofid0001,Freaks　野々市バイパス店,921-8847,石川県野々市市蓮花寺町81-1,,36.5299227,136.5919894,076-294-1639,076-294-1659,http://www.freaks.ne.jp/nonoichi/,24時間,年中無休,通常利用料金から100円引き
co101102,ofid0001,GFCジニー　イオン松任店,924-0841,石川県白山市平松町102-1,,36.5072307,136.5651722,076-274-2796,,,10:00〜21:00,年中無休,イオンサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント
co100010,ofid0005,GOLF 5　金沢大桑店,921-8045,石川県金沢市大桑2丁目421番,,36.5335899,136.6750547,076-243-8856,076-243-8860,http://www.alpen-group.jp/,10:00〜20:30,なし,プレミアムパスポートのご提示で店内商品自店販売価格（税込）よりレジにてさらに5%OFF
co100010,ofid0002,GOLF 5　金沢駅西店,920-0024,石川県金沢市西念3丁目3番2号,,36.5883547,136.6349444,076-234-3544,076-232-0860,http://www.alpen-group.jp/,10:00〜20:00,なし,全商品5％引き（他の割引企画との併用可、加工賃は除く）
co100161,ofid0001,hair & cure 藤,924-0867,石川県白山市茶屋2丁目63,,36.5205122,136.5607362,076-275-3208,076-275-3722,,9:00〜18:00,毎週月曜日、第1・3・5日曜日,技術料金10％引き
co101459,ofid0001,hair azblue,926-0852,石川県七尾市小島町大開地3-5,フリーデコート103,37.0561205,136.9538462,0767-53-2008,,,9時30分から19時,毎週月曜日、第1・3日曜日,カット料金 10％OFF
co830101,ofid0001,hair design  tsumugi,920-2134,石川県白山市七原町ト−４,,36.4864438,136.5993207,076-227-8730,076-227-8740,http://www.hair-tsumugi.com,平日１０〜１９時／土曜９〜１９時／日祝９〜１８時,月曜・第３日曜,すべての技術メニューがお会計から5%off！
co100158,ofid0001,hair Luce,923-1121,石川県能美市寺井町ロ55-1,,36.4440661,136.4927668,0761-57-4880,0761-57-4880,,8:30〜19:00　金曜日ナイター12:00〜22:00,毎週月曜日,技術料金10％引き（ファミリー全員有効）
co100159,ofid0001,hair pleasure,920-0265,石川県河北郡内灘町大学2-206-1,,36.6561017,136.6481222,076-286-8892,,http://ameblo.jp/hairpleasure/,10:00〜20:00（土・日・祝は19:00）,毎週月曜日、第2火曜日、第3日曜日,技術料金7％引き（一部施術を除く、他サービスとの併用不可）
co100160,ofid0001,hair studio ease,926-0015,石川県七尾市矢田新町ト-30-3,,37.0455081,136.9815135,0767-53-1133,0767-53-1133,,9:00〜19:00　土・日・祝8:00〜18:00,毎週月曜日、第1、第3日曜日,全メニュー500円引き（ご家族全員）
co101011,ofid0006,HAIR&MAKEべっぴんさん,923-1245,石川県能美市辰口町505,サンパーク辰口,36.4428554,136.5472972,0761-51-7167,0761-51-7167,http://www.beppinsan.com,9:00〜19:00,毎週月曜日、第3日曜日、年末年始,平日特典！ファミリーパック割引で50％引き。例えばパパ＆キッズ、ママ＆キッズ、パパ＆ママ＆キッズ
co101355,ofid0001,HAIR　CLUB　道,920-0025,石川県金沢市駅西本町D-FOREST 1F5-2-26,D-FOREST 1F,36.58364,136.6288246,076-255-6808,076-255-6862,http://club-michi.biz,9:00〜19：00,毎週月曜日、第一火曜日、第三日曜日,全メニュー10％引き＋オマケつき
co101429,ofid0001,HappyHair　Nico,925-0034,石川県羽咋市旭町コ112-2,,36.8965136,136.7779261,0767-22-1925,,,10時〜,不定休,プレパス提示で、ご来店ポイント追加次回ご来店でお使い頂ける割引券プレゼント
co100163,ofid0001,Heart&Beer　日本海倶楽部,927-0605,石川県鳳珠郡能登町字立壁92番地,,37.3372296,137.2584322,0768-72-8181,0768-72-8282,http://www.nihonkai-club.com,11:30〜22:00,水曜日（祝日は営業）,●お食事の方にオリジナルコースター（5枚）進呈　●ラバの引くミニチュア馬車「ラバス」の小人分無料クーポンプレゼント（土日に限る）
co100876,ofid0001,HEROES produced by 寺井写真館,923-1121,石川県能美市寺井町た59-1,,36.4365202,136.4953973,0761-57-0231,0761-57-3222,http://www.heroes2009.jp,8:30〜19:00,第2・4水曜日（ご予約にて撮影OK）,スタジオ撮影500円引き　デジカメプリント20％引き
co100916,ofid0001,i−LAND,920-0961,石川県金沢市香林坊2-1-1 ,KOHRINBO 109 4F,36.5624169,136.6531274,076-220-5437,076-220-5437,http://www.ishikawa-tv.com/,10:00〜20:00,KOHRINBO 109　に準ずる,全商品5％引き石川さんグッズがあたるポイントカードでは通常200円のお買い上げで1ポイントのところ、ポイント2倍進呈　毎月第4日曜日の「石川サンデー」でポイント3倍
co100319,ofid0001,JACK　アピタ金沢店,921-8022,石川県金沢市中村町10-20,アピタ金沢2Ｆ,36.5595475,136.6426504,076-226-3014,076-226-3014,http://www.jeans-jack.co.jp,10：00〜21：00,アピタ金沢に準ずる,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0005,JACK　アルプラザ鹿島店,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859,136.9070822,0767-76-2321,0767-76-2321,http://www.jeans-jack.co.jp,10:00〜21:00,アル・プラザ鹿島の休館日に準ずる,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0006,JACK　小松東店,923-0831,石川県小松市打越町い212,,36.4004467,136.477308,0761-25-3003,0761-25-3003,http://www.jeans-jack.co.jp,10：00〜21：00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0007,JACK　新加賀店,922-0423,石川県加賀市作見町ニ60-1,フレスポ内,36.3182653,136.3564198,0761-72-5086,0761-72-5086,http://www.jeans-jack.co.jp,10：00〜21：00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0003,JACK　神谷内店,920-0801,石川県金沢市神谷内町ニ24-1,,36.5995012,136.6801213,076-253-0797,076-253-0797,http://www.jeans-jack.co.jp,10：00〜22：00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0004,JACK　羽咋店,925-0026,石川県羽咋市石野町ロ55-1,,36.8950267,136.8035683,0767-22-7801,0767-22-7801,http://www.jeans-jack.co.jp,10：00〜20：00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0008,JACK　野々市新庄店,921-8824,石川県野々市市新庄6-464,,36.5064671,136.6076046,076-246-8333,076-246-8333,http://www.jeans-jack.co.jp,10:00〜21:00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0002,JACK　金沢示野店,920-0057,石川県金沢市桜田町　77街区1,イオン金沢示野ＳＣ　イースト棟,36.5814942,136.6183764,076-266-1606,076-266-1606,http://www.jeans-jack.co.jp,10：00〜22：00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co100319,ofid0009,JACK　鞍月店,920-8204,石川県金沢市戸水1-416,,36.6027916,136.6201198,076-239-1040,076-239-1040,http://www.jeans-jack.co.jp,10:00〜21:00,年中無休,キッズ商品5％引き（他の割引企画との併用不可）　メンバーズカードは通常通りポイント加算します
co101159,ofid0001,JAグリーンはくい,925-0025,石川県羽咋市太田町と80,,36.8954964,136.8114978,0767-26-8741,0767-26-3300,http://www.is-ja.jp/hakui/,9:00〜19:00（3〜9月）9:00〜18:00（10〜2月）,1、2月の毎週火曜日、年末年始,当店で販売するお米（精米・玄米）をご購入いただく場合、店頭価格から3％を値引きします。（但し、特売日などがある場合などは対象外とします）
co100549,ofid0001,JAグリーン松任　まいどさん市場,924-0865,石川県白山市倉光4丁目40,,36.5101082,136.5634362,076-274-2233,076-274-1498,http://www.is-ja.jp/matto/,夏期４月〜１０月　8:30〜18:30　冬期１１月〜3月　8:30〜18:00,夏期４月〜１０月　無休営業　冬期１１月〜3月　火曜定休日,レジでのご精算毎に1個スタンプを押します。スタンプが20個貯まりましたら、次回のお買い物から100円引クーポン券としてご利用いただけます
co101318,ofid0001,JA加賀　経済部物流センター,922-0423,石川県加賀市作見町ホ10-1,,36.3171155,136.3577892,0761-73-5309,0761-73-5319,,8：30〜17：00,年末年始,お米５％引き　店頭販売のみ
co100491,ofid0002,JA白山,920-2154,石川県白山市井口町に62番地1,,36.4725105,136.6034861,076-272-3333,076-273-0690,http://www.ja-hakusan.jp,8:30〜17:00,土日祝,ローン金利の優遇（JA白山本店・各支店にて）
co100491,ofid0001,JA白山　旬菜市,920-2162,石川県白山市道法寺町ホ57番地,,36.4837203,136.6125904,076-273-3002,076-273-1977,http://www.ja-hakusan.jp,旬菜市　9:30〜19:00,なし,旬菜市ポイントカード　ポイント３倍
co100248,ofid0001,JA金沢市ほがらか村　本店,920-0011,石川県金沢市松寺町未59番地1,,36.6036082,136.6519568,076-237-0641,076-237-0675,http://www.is-ja.jp/kanazawa/index.html,8:30〜18:00（１・２月は9：00〜18：00）,無休,10kg以上お米を購入された方に200円割引きとさせていただきます
co100751,ofid0001,JEE-SA,920-0024,石川県金沢市西念4丁目28番10号,,36.5903905,136.6304279,076-221-4343,076-221-9899,http://www.eflora.co.jp/shop/jeesa/,10:00〜19:00,毎週木曜日,全商品10％引き
co101419,ofid0001,JUKE BAND STAGE,920-0981,石川県金沢市片町2-21-30 ,エルビルウエストB1,36.5599144,136.6513499,076-222-5556,076-258-2274,http://www.live-jbs.com/,14:00〜翌AM3:00,日曜または祝日の最終日,チャーム１，０００円→５００円または合計金額から５００円引き、もしくは合計金額から１０％引きにします。
co100367,ofid0010,KAMIO agrea,921-8801,石川県野々市市御経塚3-236,,36.5517673,136.5962884,0120-18-8727,,http://www.kamiogroup.jp/,平日　9：30〜19：30　日・祝　10：00〜18：00,水曜日、第３火曜日 ,技術料１０％ off（一部対象外であり。他のキャンペーン、割引券とは併用できません。）
co100367,ofid0002,KAMIO APITA,924-0817,石川県白山市幸明町270,アピタ松任,36.5158476,136.5770341,0120-74-6744,076-274-6745,http://www.kamiogroup.co.jp/,月〜土10:00〜20:00　日・祝10:00〜18:00,毎週水曜日,技術料金10％引き（キャンペーン等一部対象外あり）
co100367,ofid0011,KAMIO Arty,921-8832,石川県野々市市藤平田1-462,,36.517127,136.6072019,0120-46-5598,,http://www.kamiogroup.jp/,平日　10：00〜20：00　日・祝　10：00〜18：00,水曜日、第３火曜日,技術料１０％ off（一部対象外であり。他のキャンペーン、割引券とは併用できません。）
co100367,ofid0003,KAMIO Beaut,920-0962,石川県金沢市広坂1-1-52,,36.5618282,136.6556244,0120-21-8543,076-221-8559,http://www.kamiogroup.co.jp/,平日11:00〜21:00　土曜10:00〜20:00　日・祝10:00〜18:00,毎週水曜日、第3火曜日,技術料金10％引き（キャンペーン等一部対象外あり）
co100367,ofid0004,KAMIO CION,921-8815,石川県野々市市本町6丁目397,,36.5352331,136.6102043,0120-00-5016,076-294-4717,http://www.kamiogroup.co.jp/,月〜土10:00〜20:00　日・祝10:00〜18:00,毎週水曜日、第3火曜日,技術料金10％引き（キャンペーン等一部対象外あり）
co100367,ofid0005,KAMIO DUNAN,920-0014,石川県金沢市諸江町30-1,アル・プラザ金沢別館2F,36.5913823,136.6443102,0120-63-1457,076-263-1459,http://www.kamiogroup.co.jp/,月〜土10:00〜20:00　日・祝10:00〜18:00,毎週水曜日、第3火曜,技術料金10％引き（キャンペーン等一部対象外あり）
